,COMPANY,date,SDG_1
63606,caterpillar inc,2015-07-22,-0.6743996410539668
63950,caterpillar inc,2015-07-23,-0.2535590253513954
64447,caterpillar inc,2015-07-24,-1.3596647379505606
65044,caterpillar inc,2015-07-25,-1.4473561768863081
65391,caterpillar inc,2015-07-26,-2.6403150056094002
65747,caterpillar inc,2015-07-27,-0.8031576762463236
66268,caterpillar inc,2015-07-28,0.22360273709549539
66803,caterpillar inc,2015-07-29,-2.3444027065283253
67224,caterpillar inc,2015-07-30,-2.09612492121886
67746,caterpillar inc,2015-07-31,-0.47935424198781457
68342,caterpillar inc,2015-08-01,0.6312923221661917
68597,caterpillar inc,2015-08-02,0.7532674998941862
69041,caterpillar inc,2015-08-03,-0.46820547559231585
69590,caterpillar inc,2015-08-04,-0.04375949756939084
70032,caterpillar inc,2015-08-05,0.046539165902258366
70485,caterpillar inc,2015-08-06,-0.44103999164301816
70951,caterpillar inc,2015-08-07,-0.33826272417273645
71504,caterpillar inc,2015-08-08,-0.42281830140154825
71835,caterpillar inc,2015-08-09,-0.13940907886601117
72117,caterpillar inc,2015-08-10,-1.1498406685017801
72632,caterpillar inc,2015-08-11,-5.259769908707943
73055,caterpillar inc,2015-08-12,-4.192205151049127
73557,caterpillar inc,2015-08-13,-2.6491929120267246
74117,caterpillar inc,2015-08-14,-2.0874360569814985
74579,caterpillar inc,2015-08-15,-0.08626415724064795
75033,caterpillar inc,2015-08-16,0.017967109624374207
75243,caterpillar inc,2015-08-17,-0.7188175936824565
75764,caterpillar inc,2015-08-18,-2.4512809630831427
76232,caterpillar inc,2015-08-19,-0.6245266134234208
76785,caterpillar inc,2015-08-20,-2.5776765176187624
77386,caterpillar inc,2015-08-21,-1.302652202427278
77687,caterpillar inc,2015-08-22,-0.7868406636317326
78135,caterpillar inc,2015-08-23,-1.60132523467697
78527,caterpillar inc,2015-08-24,-1.0829891564003458
78930,caterpillar inc,2015-08-25,-2.071775252454933
79473,caterpillar inc,2015-08-26,-2.2686539028561508
79930,caterpillar inc,2015-08-27,-2.7479744023515966
80569,caterpillar inc,2015-08-28,-1.2102530744181503
81040,caterpillar inc,2015-08-29,-3.57244927122035
81379,caterpillar inc,2015-08-30,-1.9350931930506525
81601,caterpillar inc,2015-08-31,-0.0750007651920453
