,COMPANY,date,SDG_15
666813,xcel energy inc,2019-02-22,1.1073665633016438
667307,xcel energy inc,2019-02-23,
667761,xcel energy inc,2019-02-24,-0.540540540540541
668308,xcel energy inc,2019-02-25,-0.010089914628767571
668722,xcel energy inc,2019-02-26,0.703833795156265
669382,xcel energy inc,2019-02-27,0.8137297633091155
669688,xcel energy inc,2019-02-28,1.8396033458809955
670174,xcel energy inc,2019-03-01,-0.15171068259639314
670766,xcel energy inc,2019-03-02,0.24180813810260915
671305,xcel energy inc,2019-03-03,0.48985877817203344
671732,xcel energy inc,2019-03-04,1.744423651711989
672162,xcel energy inc,2019-03-05,2.663510143697887
672734,xcel energy inc,2019-03-06,1.996387589986838
673238,xcel energy inc,2019-03-07,-3.350958868370063
673631,xcel energy inc,2019-03-08,-3.37049029554295
674284,xcel energy inc,2019-03-09,-0.21129181700112185
674550,xcel energy inc,2019-03-10,-3.118116047822756
675077,xcel energy inc,2019-03-11,-1.1968085106383
675649,xcel energy inc,2019-03-12,0.24192385542750694
675984,xcel energy inc,2019-03-13,-4.069742758996756
676395,xcel energy inc,2019-03-14,-5.588860688011966
676909,xcel energy inc,2019-03-15,-4.436666799148867
677450,xcel energy inc,2019-03-16,-2.809939031514796
677831,xcel energy inc,2019-03-17,-2.157142574589081
678424,xcel energy inc,2019-03-18,-3.7361343073079576
678874,xcel energy inc,2019-03-19,-2.4699689680912336
679356,xcel energy inc,2019-03-20,0.7717954443652992
679916,xcel energy inc,2019-03-21,1.2777354836707937
680482,xcel energy inc,2019-03-22,-3.9739857658515096
680791,xcel energy inc,2019-03-23,-0.06348592196514687
681171,xcel energy inc,2019-03-24,-1.11653341368951
681726,xcel energy inc,2019-03-25,-0.697629983119763
682016,xcel energy inc,2019-03-26,0.6799020407354675
682474,xcel energy inc,2019-03-27,-0.69409499230547
683124,xcel energy inc,2019-03-28,-0.07900431395023018
683547,xcel energy inc,2019-03-29,-0.5924902793178135
684010,xcel energy inc,2019-03-30,-1.02607811242631
684540,xcel energy inc,2019-03-31,-0.924268258027849
684928,xcel energy inc,2019-04-01,0.06685653459228906
685267,xcel energy inc,2019-04-02,-0.1985880059119507
685810,xcel energy inc,2019-04-03,-1.2008680334605
