,COMPANY,date,SDG_8
28086,pnc financial services group inc,2015-04-30,-0.38475451285751555
28552,pnc financial services group inc,2015-05-01,-0.20005010367778833
28975,pnc financial services group inc,2015-05-02,0.02601618738076485
29368,pnc financial services group inc,2015-05-03,0.30823769235668924
29746,pnc financial services group inc,2015-05-04,-0.09163801483739473
30130,pnc financial services group inc,2015-05-05,-0.06180307169067104
30640,pnc financial services group inc,2015-05-06,0.07528031944489143
31076,pnc financial services group inc,2015-05-07,-0.7261043651670543
31540,pnc financial services group inc,2015-05-08,-0.5873334427866497
32000,pnc financial services group inc,2015-05-09,-0.36712592115288606
32365,pnc financial services group inc,2015-05-10,-0.9354987911015359
32716,pnc financial services group inc,2015-05-11,-1.8964973869940187
33197,pnc financial services group inc,2015-05-12,-1.146294345743609
33645,pnc financial services group inc,2015-05-13,-0.6577276992381791
34096,pnc financial services group inc,2015-05-14,-2.0111370654929064
34563,pnc financial services group inc,2015-05-15,-1.647793311877498
34999,pnc financial services group inc,2015-05-16,-0.8814866818175409
35437,pnc financial services group inc,2015-05-17,-1.1423067990504485
35626,pnc financial services group inc,2015-05-18,-0.8817948039402771
36118,pnc financial services group inc,2015-05-19,-0.9679023176754917
36554,pnc financial services group inc,2015-05-20,-4.2305760329438495
37011,pnc financial services group inc,2015-05-21,-3.1748183921428135
37498,pnc financial services group inc,2015-05-22,-1.7265571860232645
37921,pnc financial services group inc,2015-05-23,-1.7558902036587294
38295,pnc financial services group inc,2015-05-24,-2.2010694507443005
38573,pnc financial services group inc,2015-05-25,-1.3534042352706692
38927,pnc financial services group inc,2015-05-26,-1.0060381669490386
39410,pnc financial services group inc,2015-05-27,-1.215066951276446
39888,pnc financial services group inc,2015-05-28,-0.6080450028997751
40314,pnc financial services group inc,2015-05-29,-0.7582312368506169
40766,pnc financial services group inc,2015-05-30,-0.3170112855354935
41120,pnc financial services group inc,2015-05-31,-2.4891631015501465
41418,pnc financial services group inc,2015-06-01,-1.4458034367353372
41912,pnc financial services group inc,2015-06-02,-0.7498847337957485
42344,pnc financial services group inc,2015-06-03,-0.9388379712393234
42830,pnc financial services group inc,2015-06-04,-0.6629891016357183
43275,pnc financial services group inc,2015-06-05,-0.7227800468734111
43715,pnc financial services group inc,2015-06-06,-0.3001679460721625
44030,pnc financial services group inc,2015-06-07,-1.7307044521560768
44358,pnc financial services group inc,2015-06-08,-1.1430193518405969
44807,pnc financial services group inc,2015-06-09,-0.6376339334829263
