,0
0,http://www.newstalk1030.com/news/larry-nassars-fate-nears-after-163-victim-impact-statements/
1,http://www.nationmultimedia.com/detail/lifestyle/30337023
2,http://www.wtma.com/news/163-victim-impact-statements-later-larry-nassars-fate-will-be-revealed/
3,http://www.wicc600.com/news/ncaa-investigating-michigan-state-over-larry-nassar-case/
4,http://technology.inquirer.net/71680/vaping-may-bad-kids-good-adults-study
5,http://www.tristatehomepage.com/news/enjoy-hell-doctors-sentence-next-for-assaulting-gymnasts/936041836
6,http://wmot.org/post/e-cigarettes-likely-encourage-kids-try-tobacco-may-help-adults-quit-0
7,http://www.kristv.com/story/37335534/enjoy-hell-doctors-sentence-next-for-assaulting-gymnasts
8,https://www.openpr.com/news/914683/Intelligent-Building-Automation-Technologies-Market-Size-and-Forecasts-Research-Report-2017.html
9,http://www.wwl.com/articles/ap-news/enjoy-hell-doctors-sentence-next-assaulting-gymnasts
10,http://www.miamiherald.com/news/nation-world/article196305559.html
11,http://www.wlky.com/article/victim-impact-statements-larry-nassar/15861731
12,http://reason.com/archives/2018/01/24/e-cigarettes-can-be-lifesavers
13,http://www.stamfordadvocate.com/news/crime/article/Enjoy-hell-Doctor-s-sentence-next-for-12520333.php
14,http://www.deccanchronicle.com/lifestyle/health-and-wellbeing/240118/vaping-encourages-youth-to-start-smoking-and-gets-adults-to-stop-study.html
15,http://accesswdun.com/article/2018/1/628935
16,http://www.kxlf.com/story/37325984/163-victim-impact-statements-later-larry-nassars-fate-will-be-revealed
17,https://www.craigdailypress.com/news/moffat-county-wrestlers-clobber-cowboys-in-win-over-meeker/
18,http://www.charlotteobserver.com/news/nation-world/national/article196305559.html
19,http://www.yakimaherald.com/news/national_news/enjoy-hell-doctor-s-sentence-next-for-assaulting-gymnasts/article_b2744648-cabd-5f79-ab43-7ef212018cf5.html
20,http://www.997wtn.com/news/ncaa-investigating-michigan-state-over-larry-nassar-case/
21,http://news10.com/ap/enjoy-hell-doctors-sentence-next-for-assaulting-gymnasts/
22,http://www.bdtonline.com/region/enjoy-hell-doctor-s-sentence-next-for-assaulting-gymnasts/article_3064b353-1ca8-5f8e-9e63-c456dca55883.html
23,http://www.greensboro.com/ap/us_world/enjoy-hell-doctor-s-sentence-next-for-assaulting-gymnasts/article_7fc3d47d-5276-5fa6-b686-b3990e9dfa17.html
24,https://www.hindustantimes.com/fitness/opposite-effect-vaping-may-be-bad-for-kids-but-good-for-adults/story-Ge8Mtx2iBvCgHLBJ92NrcJ.html
25,http://www.kunc.org/post/e-cigarettes-likely-encourage-kids-try-tobacco-may-help-adults-quit
