,COMPANY,date,SDG_17
19836,dollar tree inc,2015-04-10,
20284,dollar tree inc,2015-04-11,
20714,dollar tree inc,2015-04-12,
20934,dollar tree inc,2015-04-13,
21296,dollar tree inc,2015-04-14,0.7590876423218079
21869,dollar tree inc,2015-04-15,
22358,dollar tree inc,2015-04-16,-2.09848900389962
22848,dollar tree inc,2015-04-17,
23162,dollar tree inc,2015-04-18,
23529,dollar tree inc,2015-04-19,
23849,dollar tree inc,2015-04-20,
24377,dollar tree inc,2015-04-21,1.555624694430865
24718,dollar tree inc,2015-04-22,1.8383937712161202
25248,dollar tree inc,2015-04-23,-0.2814548258578585
25697,dollar tree inc,2015-04-24,-0.65025027105427
26018,dollar tree inc,2015-04-25,-0.43010752688172
26468,dollar tree inc,2015-04-26,0.75839653304442
26788,dollar tree inc,2015-04-27,
27201,dollar tree inc,2015-04-28,-1.3199149005258222
27740,dollar tree inc,2015-04-29,
28123,dollar tree inc,2015-04-30,-7.758769916577929
28521,dollar tree inc,2015-05-01,-7.862659239741605
29137,dollar tree inc,2015-05-02,
29404,dollar tree inc,2015-05-03,
29636,dollar tree inc,2015-05-04,
30352,dollar tree inc,2015-05-05,
30602,dollar tree inc,2015-05-06,
31127,dollar tree inc,2015-05-07,
31671,dollar tree inc,2015-05-08,0.962861072902338
32124,dollar tree inc,2015-05-09,-2.27507755946225
32385,dollar tree inc,2015-05-10,-2.31822971548999
32852,dollar tree inc,2015-05-11,-6.426735218509
33267,dollar tree inc,2015-05-12,1.56599552572707
33738,dollar tree inc,2015-05-13,
34123,dollar tree inc,2015-05-14,0.13295562110009104
34594,dollar tree inc,2015-05-15,-7.5189032577203
35096,dollar tree inc,2015-05-16,
35380,dollar tree inc,2015-05-17,4.31328036322361
35685,dollar tree inc,2015-05-18,-2.9242819843342
36196,dollar tree inc,2015-05-19,
36735,dollar tree inc,2015-05-20,
